feature	metadata	value	name	coef	null_hypothesis	stderr	pval_individual	qval_individual	pval_joint	qval_joint	error	model	N	N_not_zero
B_D_0__Bacteria.D_1__Actinobacteria.D_2__Acidimicrobiia.D_3__Microtrichales.D_4__uncultured	env	Kitsuki	envKitsuki	-1.964188348	0	1.747049517	0.260890493	0.728900047	0.002418533	0.048921943	NA	prevalence	132	116
B_D_0__Bacteria.D_1__Actinobacteria.D_2__Thermoleophilia.D_3__Gaiellales.D_4__uncultured	env	Hakata	envHakata	1.964821893	0	1.747250378	0.260791545	0.728900047	0.001954427	0.048300093	NA	prevalence	132	118
B_D_0__Bacteria.D_1__Actinobacteria.D_2__Thermoleophilia.D_3__Solirubrobacterales.D_4__67.14	env	Hakata	envHakata	1.94903397	0	1.742530019	0.263350042	0.728900047	1.36E-05	0.000828561	NA	prevalence	132	98
B_D_0__Bacteria.D_1__Bacteroidetes.D_2__Bacteroidia.D_3__Bacteroidales.D_4__Bacteroidetes.BD2.2	env	Tokyo_KC	envTokyo_KC	-1.966996471	0	1.748176473	0.260516822	0.728900047	6.91E-10	1.34E-07	NA	prevalence	132	130
B_D_0__Bacteria.D_1__Gemmatimonadetes.D_2__Gemmatimonadetes.D_3__Gemmatimonadales.D_4__Gemmatimonadaceae	env	Saiki	envSaiki	-1.856875531	0	1.645847369	0.259227632	0.728900047	0.000384701	0.014428555	NA	prevalence	132	96
B_D_0__Bacteria.D_1__Latescibacteria.D_2__Latescibacteria.D_3__Latescibacterales.D_4__Latescibacteraceae	env	Hakata	envHakata	1.983827214	0	1.752698452	0.257688993	0.728900047	1.71E-05	0.001014947	NA	prevalence	132	93
B_D_0__Bacteria.D_1__Modulibacteria.D_2__Moduliflexia.D_3__Moduliflexales.D_4__Moduliflexaceae	env	Hakata	envHakata	1.949669236	0	1.742716813	0.263245632	0.728900047	1.45E-06	0.000121635	NA	prevalence	132	84
B_D_0__Bacteria.D_1__Nitrospinae.D_2__P9X2b3D02.D_3__uncultured.bacterium.D_4__uncultured.bacterium	env	Noto	envNoto	-1.948861972	0	1.66752494	0.242518341	0.728900047	0.000466972	0.017111574	NA	prevalence	132	79
B_D_0__Bacteria.D_1__Planctomycetes.D_2__OM190.D_3__uncultured.bacterium.D_4__uncultured.bacterium	env	Hakata	envHakata	1.949963364	0	1.742803223	0.263197287	0.728900047	0.000232728	0.009538612	NA	prevalence	132	83
B_D_0__Bacteria.D_1__Proteobacteria.D_2__Alphaproteobacteria.D_3__Rhodovibrionales.D_4__Kiloniellaceae	env	Hakata	envHakata	1.974640516	0	1.750040048	0.259176277	0.728900047	0.002402418	0.048921943	NA	prevalence	132	97
B_D_0__Bacteria.D_1__Proteobacteria.D_2__Gammaproteobacteria.D_3__Arenicellales.D_4__Arenicellaceae	env	Hakata	envHakata	1.956026713	0	1.74463397	0.262216618	0.728900047	4.47E-06	0.000313226	NA	prevalence	132	109
B_D_0__Bacteria.D_1__Proteobacteria.D_2__Gammaproteobacteria.D_3__Chromatiales.D_4__Sedimenticolaceae	env	Tokyo_KC	envTokyo_KC	-1.949643059	0	1.742718561	0.263252521	0.728900047	0.000577936	0.019918499	NA	prevalence	132	126
B_D_0__Bacteria.D_1__Proteobacteria.D_2__Gammaproteobacteria.D_3__Ectothiorhodospirales.D_4__Ectothiorhodospiraceae	env	Tokyo_KC	envTokyo_KC	-1.984795063	0	1.753592283	0.257699508	0.728900047	0.000105548	0.004984991	NA	prevalence	132	128
B_D_0__Bacteria.D_1__Proteobacteria.D_2__Deltaproteobacteria.D_3__Sva0485.__	env	Tokyo_KC	envTokyo_KC	-1.108345505	0	1.10906124	0.317622922	0.82822957	3.15E-06	0.000236308	NA	prevalence	132	97
B_D_0__Bacteria.D_1__Gemmatimonadetes.D_2__PAUC43f.marine.benthic.group.D_3__uncultured.actinobacterium.D_4__uncultured.actinobacterium	env	Saiki	envSaiki	-0.278818859	0.130607133	0.413917034	0.342698175	0.858487603	0.001921061	0.047846429	NA	abundance	132	36
B_D_0__Bacteria.D_1__Bacteroidetes.D_2__Bacteroidia.D_3__Bacteroidales.D_4__SB.5	env	Kitsuki	envKitsuki	1.5286068	0.388324752	1.230077974	0.357984094	0.875300276	0.001708628	0.044832158	NA	abundance	132	92
B_D_0__Bacteria.D_1__Actinobacteria.D_2__WCHB1.81.__.__	env	Hakata	envHakata	-1.310494919	-0.547560018	0.850819291	0.379012616	0.903807896	0.001364192	0.037817764	NA	abundance	132	36
B_D_0__Bacteria.D_1__Acidobacteria.D_2__Aminicenantia.D_3__Aminicenantales.__	env	Hakata	envHakata	1.320954028	0	1.822826559	0.468652381	0.947311664	0.001718935	0.044848067	NA	prevalence	132	71
B_D_0__Bacteria.D_1__Acidobacteria.D_2__Subgroup.22.D_3__uncultured.bacterium.D_4__uncultured.bacterium	env	Hakata	envHakata	1.322315396	0	1.823579242	0.468377872	0.947311664	0.000593049	0.020220734	NA	prevalence	132	88
B_D_0__Bacteria.D_1__Chloroflexi.D_2__Anaerolineae.D_3__Caldilineales.D_4__Caldilineaceae	env	Tokyo_KC	envTokyo_KC	-1.323301837	0	1.824141821	0.468183353	0.947311664	2.2E-07	2.23E-05	NA	prevalence	132	128
B_D_0__Bacteria.D_1__Chloroflexi.D_2__Anaerolineae.D_3__uncultured.D_4__uncultured.bacterium	env	Hakata	envHakata	1.3212728	0	1.823002702	0.46858805	0.947311664	0.000493285	0.017769423	NA	prevalence	132	64
B_D_0__Bacteria.D_1__Gemmatimonadetes.D_2__PAUC43f.marine.benthic.group.D_3__uncultured.actinobacterium.D_4__uncultured.actinobacterium	env	Hakata	envHakata	0.700924095	0	0.848404661	0.408709257	0.947311664	4.02E-07	3.77E-05	NA	prevalence	132	36
B_D_0__Bacteria.D_1__Proteobacteria.D_2__Alphaproteobacteria.D_3__Rhizobiales.D_4__Hyphomicrobiaceae	env	Saiki	envSaiki	-1.277024616	0	1.674901312	0.44579286	0.947311664	7.2E-05	0.003585591	NA	prevalence	132	128
B_D_0__Bacteria.D_1__Proteobacteria.D_2__Alphaproteobacteria.D_3__Rhizobiales.D_4__Rhizobiaceae	env	Kitsuki	envKitsuki	-1.322388913	0	1.823627372	0.468364882	0.947311664	5.02E-07	4.64E-05	NA	prevalence	132	124
B_D_0__Bacteria.D_1__Chloroflexi.D_2__Dehalococcoidia.D_3__MSBL5.D_4__uncultured.bacterium	env	Noto	envNoto	1.009613995	0.55175446	0.660579434	0.494256508	0.982330263	0.001028336	0.030920248	NA	abundance	132	47
B_D_0__Bacteria.D_1__Bacteroidetes.D_2__Ignavibacteria.D_3__Kryptoniales.D_4__BSV26	env	Saiki	envSaiki	0.132713568	0.130607133	0.450311097	0.996346293	1	0.000688474	0.022863089	NA	abundance	132	49
B_D_0__Bacteria.D_1__Planctomycetes.D_2__OM190.D_3__uncultured.bacterium.D_4__uncultured.bacterium	env	Noto	envNoto	0.722692374	0.55175446	0.496482598	0.734287464	1	0.001645983	0.044042308	NA	abundance	132	83
B_D_0__Bacteria.D_1__Planctomycetes.D_2__Phycisphaerae.D_3__CCM11a.D_4__uncultured.bacterium	env	Kitsuki	envKitsuki	-0.141279341	0.388324752	0.924948353	0.57172434	1	0.001841589	0.046780756	NA	abundance	132	44
B_D_0__Bacteria.D_1__Proteobacteria.D_2__Gammaproteobacteria.D_3__B2M28.D_4__uncultured.sediment.bacterium	env	Noto	envNoto	0.379478326	0.55175446	0.539202996	0.752289186	1	0.002279953	0.048921943	NA	abundance	132	54
B_D_0__Bacteria.D_1__Acidobacteria.D_2__Subgroup.22.__.__	env	Hakata	envHakata	-3.43E-14	0	2.251938942	1	1	2.27E-06	0.000176272	NA	prevalence	132	94
B_D_0__Bacteria.D_1__Actinobacteria.D_2__Acidimicrobiia.D_3__Microtrichales.D_4__Microtrichaceae	env	Kitsuki	envKitsuki	-1.57E-15	0	2.252469972	1	1	2.72E-07	2.66E-05	NA	prevalence	132	128
B_D_0__Bacteria.D_1__Actinobacteria.D_2__Acidimicrobiia.D_3__Microtrichales.D_4__uncultured	env	Tokyo_KC	envTokyo_KC	4.48E-15	0	2.250581799	1	1	0.001682448	0.044392967	NA	prevalence	132	116
B_D_0__Bacteria.D_1__Bacteroidetes.D_2__Bacteroidia.D_3__Bacteroidales.D_4__Bacteroidetes.BD2.2	env	Kitsuki	envKitsuki	1.5E-15	0	2.251172391	1	1	1.9E-08	2.63E-06	NA	prevalence	132	130
B_D_0__Bacteria.D_1__Bacteroidetes.D_2__Bacteroidia.D_3__Bacteroidales.D_4__Prolixibacteraceae	env	Okayama_G	envOkayama_G	-7.38E-14	0	2.247239315	1	1	0.00247318	0.048921943	NA	prevalence	132	98
B_D_0__Bacteria.D_1__Bacteroidetes.D_2__Bacteroidia.D_3__Bacteroidetes.VC2.1.Bac22.D_4__uncultured.Bacteroidetes.bacterium	env	Tokyo_HK	envTokyo_HK	-3.46E-14	0	2.249135359	1	1	0.001106463	0.032790188	NA	prevalence	132	103
B_D_0__Bacteria.D_1__Calditrichaeota.D_2__Calditrichia.D_3__Calditrichales.D_4__Calditrichaceae	env	Hakata	envHakata	-1.93E-14	0	2.259037932	1	1	3.7E-05	0.002018754	NA	prevalence	132	123
B_D_0__Bacteria.D_1__Chloroflexi.D_2__Anaerolineae.D_3__Anaerolineales.D_4__Anaerolineaceae	env	Saiki	envSaiki	0.14889358	0	1.843698736	0.935634342	1	0	0	NA	prevalence	132	129
B_D_0__Bacteria.D_1__Chloroflexi.D_2__Anaerolineae.D_3__Caldilineales.D_4__Caldilineaceae	env	Noto	envNoto	-0.840893118	0	1.766579718	0.634073905	1	1.07E-05	0.000701805	NA	prevalence	132	128
B_D_0__Bacteria.D_1__Chloroflexi.D_2__Anaerolineae.D_3__uncultured.__	env	Hakata	envHakata	8.5E-14	0	2.249465937	1	1	4.58E-05	0.002432831	NA	prevalence	132	51
B_D_0__Bacteria.D_1__Epsilonbacteraeota.D_2__Campylobacteria.D_3__Campylobacterales.D_4__Sulfurovaceae	env	Hakata	envHakata	-6.63E-15	0	2.247260867	1	1	1.5E-07	1.65E-05	NA	prevalence	132	118
B_D_0__Bacteria.D_1__Epsilonbacteraeota.D_2__Campylobacteria.D_3__Campylobacterales.D_4__Sulfurovaceae	env	Okayama_G	envOkayama_G	-3.45E-15	0	2.247260867	1	1	0.000203993	0.008556971	NA	prevalence	132	118
B_D_0__Bacteria.D_1__Epsilonbacteraeota.D_2__Campylobacteria.D_3__Campylobacterales.D_4__Sulfurovaceae	env	Saiki	envSaiki	-0.633153521	0	1.735457957	0.715235559	1	1.08E-11	2.64E-09	NA	prevalence	132	118
B_D_0__Bacteria.D_1__Epsilonbacteraeota.D_2__Campylobacteria.D_3__Campylobacterales.D_4__Sulfurovaceae	env	Tokyo_HK	envTokyo_HK	-6.26E-15	0	2.247260867	1	1	8.53E-06	0.000578669	NA	prevalence	132	118
B_D_0__Bacteria.D_1__Firmicutes.D_2__Clostridia.D_3__Clostridiales.D_4__Clostridiaceae.1	env	Hakata	envHakata	-2.73E-14	0	2.248543973	1	1	0.000165505	0.00706332	NA	prevalence	132	106
B_D_0__Bacteria.D_1__Firmicutes.D_2__Clostridia.D_3__Clostridiales.D_4__Clostridiaceae.1	env	Noto	envNoto	-4.32E-14	0	1.947296202	1	1	0.00090948	0.029054238	NA	prevalence	132	106
B_D_0__Bacteria.D_1__Gemmatimonadetes.D_2__BD2.11.terrestrial.group.__.__	env	Hakata	envHakata	-1.7E-14	0	2.248415567	1	1	0.000134543	0.005916178	NA	prevalence	132	109
B_D_0__Bacteria.D_1__Gemmatimonadetes.D_2__PAUC43f.marine.benthic.group.D_3__uncultured.bacterium.D_4__uncultured.bacterium	env	Noto	envNoto	-0.861128651	0	1.78352482	0.629220683	1	2.84E-05	0.001603734	NA	prevalence	132	106
B_D_0__Bacteria.D_1__Latescibacteria.D_2__uncultured.bacterium.D_3__uncultured.bacterium.D_4__uncultured.bacterium	env	Hakata	envHakata	-3.79E-14	0	2.247329982	1	1	0.000948225	0.029636687	NA	prevalence	132	111
B_D_0__Bacteria.D_1__Proteobacteria.D_2__Alphaproteobacteria.D_3__Rhizobiales.D_4__Methyloligellaceae	env	Hakata	envHakata	-1.37E-14	0	2.254212047	1	1	8.23E-05	0.004069283	NA	prevalence	132	127
B_D_0__Bacteria.D_1__Proteobacteria.D_2__Alphaproteobacteria.D_3__Rhizobiales.D_4__Methyloligellaceae	env	Noto	envNoto	-7.27E-15	0	1.952204898	1	1	1.54E-06	0.000125727	NA	prevalence	132	127
B_D_0__Bacteria.D_1__Proteobacteria.D_2__Alphaproteobacteria.D_3__Rhizobiales.D_4__Methyloligellaceae	env	Tokyo_HK	envTokyo_HK	4.85E-15	0	2.254212047	1	1	0.000301865	0.01188083	NA	prevalence	132	127
B_D_0__Bacteria.D_1__Proteobacteria.D_2__Alphaproteobacteria.D_3__Rhizobiales.D_4__Rhizobiaceae	env	Hakata	envHakata	-2.33E-14	0	2.247943768	1	1	5.42E-05	0.002808548	NA	prevalence	132	124
B_D_0__Bacteria.D_1__Proteobacteria.D_2__Alphaproteobacteria.D_3__Rhizobiales.D_4__Rhizobiaceae	env	Noto	envNoto	-5.71E-15	0	1.946776409	1	1	0.000364354	0.013828092	NA	prevalence	132	124
B_D_0__Bacteria.D_1__Proteobacteria.D_2__Alphaproteobacteria.D_3__Rhizobiales.D_4__Rhizobiaceae	env	Saiki	envSaiki	-0.976170738	0	1.695693861	0.56483401	1	4.32E-06	0.000306123	NA	prevalence	132	124
B_D_0__Bacteria.D_1__Proteobacteria.D_2__Alphaproteobacteria.D_3__Rhodovibrionales.D_4__Kiloniellaceae	env	Noto	envNoto	-0.461643254	0	0.855131104	0.589299895	1	0.002487614	0.048921943	NA	prevalence	132	97
B_D_0__Bacteria.D_1__Proteobacteria.D_2__Deltaproteobacteria.D_3__Desulfuromonadales.D_4__Sva1033	env	Tokyo_KC	envTokyo_KC	1.08E-14	0	2.24858387	1	1	0.00058564	0.020075472	NA	prevalence	132	82
B_D_0__Bacteria.D_1__Proteobacteria.D_2__Deltaproteobacteria.D_3__Sva0485.__	env	Noto	envNoto	-2.48E-14	0	1.104216137	1	1	0.002318062	0.048921943	NA	prevalence	132	97
B_D_0__Bacteria.D_1__Proteobacteria.D_2__Deltaproteobacteria.D_3__Syntrophobacterales.D_4__Syntrophobacteraceae	env	Hakata	envHakata	1.39E-13	0	2.247292098	1	1	7.67E-10	1.44E-07	NA	prevalence	132	98
B_D_0__Bacteria.D_1__Proteobacteria.D_2__Deltaproteobacteria.D_3__Syntrophobacterales.D_4__Syntrophobacteraceae	env	Noto	envNoto	1.38E-13	0	1.946212047	1	1	2.22E-16	1.01E-13	NA	prevalence	132	98
B_D_0__Bacteria.D_1__Proteobacteria.D_2__Gammaproteobacteria.D_3__B2M28.__	env	Tokyo_HK	envTokyo_HK	-2.71E-14	0	2.248752183	1	1	0.002088987	0.048921943	NA	prevalence	132	123
B_D_0__Bacteria.D_1__Proteobacteria.D_2__Gammaproteobacteria.D_3__B2M28.D_4__uncultured.bacterium	env	Hakata	envHakata	2.97E-14	0	2.248025693	1	1	7.14E-05	0.003585236	NA	prevalence	132	78
B_D_0__Bacteria.D_1__Proteobacteria.D_2__Gammaproteobacteria.D_3__B2M28.D_4__uncultured.gamma.proteobacterium	env	Hakata	envHakata	2.23E-14	0	2.257677473	1	1	9.88E-05	0.004810842	NA	prevalence	132	101
B_D_0__Bacteria.D_1__Proteobacteria.D_2__Gammaproteobacteria.D_3__B2M28.D_4__uncultured.gamma.proteobacterium	env	Noto	envNoto	-5.76E-16	0	1.955206046	1	1	2.72E-05	0.001550498	NA	prevalence	132	101
B_D_0__Bacteria.D_1__Proteobacteria.D_2__Gammaproteobacteria.D_3__Cellvibrionales.D_4__Halieaceae	env	Kitsuki	envKitsuki	-5.39E-15	0	2.24785575	1	1	0.002180845	0.048921943	NA	prevalence	132	131
B_D_0__Bacteria.D_1__Proteobacteria.D_2__Gammaproteobacteria.D_3__Cellvibrionales.D_4__Halieaceae	env	Tokyo_KC	envTokyo_KC	-5.13E-15	0	2.24785575	1	1	0.002496939	0.048921943	NA	prevalence	132	131
D_4__Unknown_Family	dex	non	cndnon	0.481173729	0	0.875758112	0.582705729	1	9.31E-06	0.000624636	NA	prevalence	132	130
D_4__Unknown_Family	env	Noto	envNoto	-1.06E-14	0	1.947838873	1	1	0.001474411	0.040346961	NA	prevalence	132	130
D_4__Unknown_Family	env	Tokyo_KC	envTokyo_KC	-1.57E-14	0	2.249170596	1	1	1.12E-05	0.000719894	NA	prevalence	132	130
B_D_0__Bacteria.D_1__Proteobacteria.D_2__Gammaproteobacteria.D_3__Milano.WF1B.44.D_4__uncultured.bacterium	env	Okayama_G	envOkayama_G	-4.73E-14	0	2.247848074	1	1	1.07E-09	1.95E-07	NA	prevalence	132	38
B_D_0__Bacteria.D_1__Proteobacteria.D_2__Gammaproteobacteria.D_3__Ectothiorhodospirales.__	env	Noto	envNoto	2.513855483	0	0.849821034	0.003095418	0.061174618	0.000992043	0.030556836	Prevalence association possibly induced by stronger abundance association	prevalence	132	50
B_D_0__Bacteria.D_1__Proteobacteria.D_2__Deltaproteobacteria.D_3__Syntrophobacterales.D_4__Syntrophobacteraceae	env	Saiki	envSaiki	-4.313343586	0	1.631128255	0.008183766	0.114332853	0	0	Prevalence association possibly induced by stronger abundance association	prevalence	132	98
B_D_0__Bacteria.D_1__Proteobacteria.D_2__Gammaproteobacteria.D_3__BD7.8.__	dex	non	cndnon	1.188490518	0	0.454639671	0.008945308	0.119502891	0.00094174	0.029578972	Prevalence association possibly induced by stronger abundance association	prevalence	132	50
B_D_0__Bacteria.D_1__Actinobacteria.D_2__WCHB1.81.D_3__uncultured.bacterium.D_4__uncultured.bacterium	env	Hakata	envHakata	-2.410832768	0	1.05813082	0.022703459	0.210851707	1.23E-06	0.000105601	Prevalence association possibly induced by stronger abundance association	prevalence	132	25
B_D_0__Bacteria.D_1__Bacteroidetes.D_2__Bacteroidia.D_3__Chitinophagales.D_4__uncultured	env	Kitsuki	envKitsuki	2.412137069	0	1.058277728	0.022648977	0.210851707	0.000136704	0.005970024	Prevalence association possibly induced by stronger abundance association	prevalence	132	33
B_D_0__Bacteria.D_1__Dadabacteria.D_2__Dadabacteriia.D_3__Dadabacteriales.D_4__uncultured.organism	env	Hakata	envHakata	-1.678488431	0	0.86842523	0.053261387	0.337116762	0.001977751	0.048500534	Prevalence association possibly induced by stronger abundance association	prevalence	132	30
B_D_0__Bacteria.D_1__Firmicutes.D_2__Clostridia.D_3__Clostridiales.D_4__Lachnospiraceae	env	Noto	envNoto	2.405278045	0	1.290987638	0.062443951	0.369370516	5.91E-08	7.39E-06	Prevalence association possibly induced by stronger abundance association	prevalence	132	101
B_D_0__Bacteria.D_1__Proteobacteria.D_2__Deltaproteobacteria.D_3__Syntrophobacterales.D_4__Syntrophobacteraceae	env	Kitsuki	envKitsuki	-2.76715732	0	1.694422214	0.102448413	0.475682665	0	0	Prevalence association possibly induced by stronger abundance association	prevalence	132	98
B_D_0__Bacteria.D_1__Bacteroidetes.D_2__Rhodothermia.D_3__Rhodothermales.D_4__Rhodothermaceae	env	Kitsuki	envKitsuki	2.428426638	0	1.716590166	0.157162194	0.582671507	1.42E-06	0.000120302	Prevalence association possibly induced by stronger abundance association	prevalence	132	87
B_D_0__Bacteria.D_1__Bacteroidetes.D_2__Rhodothermia.D_3__Rhodothermales.D_4__Rhodothermaceae	env	Tokyo_KC	envTokyo_KC	2.428426638	0	1.716590166	0.157162194	0.582671507	0.000118009	0.005405925	Prevalence association possibly induced by stronger abundance association	prevalence	132	87
B_D_0__Bacteria.D_1__Chloroflexi.D_2__Anaerolineae.D_3__Anaerolineales.D_4__Anaerolineaceae	env	Kitsuki	envKitsuki	-2.454258071	0	1.723632905	0.154479255	0.582671507	0	0	Prevalence association possibly induced by stronger abundance association	prevalence	132	129
B_D_0__Bacteria.D_1__Proteobacteria.D_2__Deltaproteobacteria.D_3__NB1.j.D_4__uncultured.bacterium	env	Kitsuki	envKitsuki	1.477256756	0	1.079412979	0.171132413	0.610337121	0.00101994	0.030920248	Prevalence association possibly induced by stronger abundance association	prevalence	132	79
B_D_0__Bacteria.D_1__Planctomycetes.D_2__Phycisphaerae.D_3__CCM11a.D_4__uncultured.bacterium	env	Okayama_G	envOkayama_G	-1.446673429	0	1.069423279	0.176132198	0.620911366	0.00067827	0.02264216	Prevalence association possibly induced by stronger abundance association	prevalence	132	44
B_D_0__Bacteria.D_1__Latescibacteria.D_2__saltmarsh.clone.LCP.67.D_3__saltmarsh.clone.LCP.67.D_4__saltmarsh.clone.LCP.67	env	Saiki	envSaiki	0.869954817	0	0.664646019	0.190568409	0.655912407	0.001892218	0.047663498	Prevalence association possibly induced by stronger abundance association	prevalence	132	86
B_D_0__Bacteria.D_1__Acidobacteria.D_2__d142.D_3__uncultured.Acidobacteria.bacterium.D_4__uncultured.Acidobacteria.bacterium	env	Saiki	envSaiki	0.812672439	0	0.676154834	0.22940116	0.728900047	6.01E-05	0.003065541	Prevalence association possibly induced by stronger abundance association	prevalence	132	64
B_D_0__Bacteria.D_1__Actinobacteria.D_2__Actinobacteria.D_3__PeM15.D_4__uncultured.bacterium	env	Hakata	envHakata	-1.952308897	0	1.743558419	0.262830248	0.728900047	2.78E-07	2.69E-05	Prevalence association possibly induced by stronger abundance association	prevalence	132	33
D_4__Marinilabiliaceae	env	Hakata	envHakata	1.950140295	0	1.742858268	0.26316905	0.728900047	3.77E-10	7.75E-08	Prevalence association possibly induced by stronger abundance association	prevalence	132	109
D_4__Marinilabiliaceae	env	Tokyo_HK	envTokyo_HK	1.950140295	0	1.742858268	0.26316905	0.728900047	7.24E-14	2.31E-11	Prevalence association possibly induced by stronger abundance association	prevalence	132	109
B_D_0__Bacteria.D_1__Proteobacteria.D_2__Alphaproteobacteria.D_3__Rhodovibrionales.D_4__Kiloniellaceae	env	Tokyo_KC	envTokyo_KC	1.974640516	0	1.750040048	0.259176277	0.728900047	0.000268237	0.010689241	Prevalence association possibly induced by stronger abundance association	prevalence	132	97
B_D_0__Bacteria.D_1__Proteobacteria.D_2__Deltaproteobacteria.D_3__Syntrophobacterales.D_4__Syntrophobacteraceae	env	Tokyo_HK	envTokyo_HK	-1.94909453	0	1.742548365	0.263340234	0.728900047	0	0	Prevalence association possibly induced by stronger abundance association	prevalence	132	98
B_D_0__Bacteria.D_1__Proteobacteria.D_2__Deltaproteobacteria.D_3__Syntrophobacterales.D_4__Syntrophobacteraceae	env	Tokyo_KC	envTokyo_KC	-1.94909453	0	1.742548365	0.263340234	0.728900047	0	0	Prevalence association possibly induced by stronger abundance association	prevalence	132	98
B_D_0__Bacteria.D_1__Proteobacteria.D_2__Gammaproteobacteria.D_3__B2M28.D_4__uncultured.gamma.proteobacterium	env	Tokyo_KC	envTokyo_KC	-1.99895856	0	1.757461583	0.255365935	0.728900047	3.33E-16	1.33E-13	Prevalence association possibly induced by stronger abundance association	prevalence	132	101
B_D_0__Bacteria.D_1__Proteobacteria.D_2__Gammaproteobacteria.D_3__B2M28.D_4__uncultured.sediment.bacterium	env	Hakata	envHakata	-1.965791636	0	1.747546686	0.260637143	0.728900047	1.25E-08	1.86E-06	Prevalence association possibly induced by stronger abundance association	prevalence	132	54
B_D_0__Bacteria.D_1__Chloroflexi.D_2__Anaerolineae.D_3__SBR1031.D_4__uncultured.bacterium	env	Noto	envNoto	-1.675975137	0	1.685102149	0.319938777	0.829138322	8.07E-09	1.26E-06	Prevalence association possibly induced by stronger abundance association	prevalence	132	94
B_D_0__Bacteria.D_1__Proteobacteria.D_2__Gammaproteobacteria.D_3__B2M28.__	env	Saiki	envSaiki	-1.396490961	0	1.67644333	0.404840132	0.945866895	6.32E-06	0.000433444	Prevalence association possibly induced by stronger abundance association	prevalence	132	123
B_D_0__Bacteria.D_1__Acidobacteria.D_2__ODP1230B23.02.D_3__uncultured.organism.D_4__uncultured.organism	env	Hakata	envHakata	-0.655053044	0	0.817111253	0.422744252	0.947311664	5.35E-06	0.000370798	Prevalence association possibly induced by stronger abundance association	prevalence	132	21
B_D_0__Bacteria.D_1__Acidobacteria.D_2__Subgroup.17.D_3__uncultured.bacterium.D_4__uncultured.bacterium	env	Kitsuki	envKitsuki	-1.326201246	0	1.825757979	0.467603443	0.947311664	1.71E-08	2.43E-06	Prevalence association possibly induced by stronger abundance association	prevalence	132	128
B_D_0__Bacteria.D_1__Bacteroidetes.D_2__Bacteroidia.D_3__Chitinophagales.D_4__Saprospiraceae	env	Kitsuki	envKitsuki	1.321887455	0	1.823348815	0.468465636	0.947311664	9.59E-11	2.18E-08	Prevalence association possibly induced by stronger abundance association	prevalence	132	127
B_D_0__Bacteria.D_1__Bacteroidetes.D_2__Bacteroidia.D_3__Chitinophagales.D_4__Saprospiraceae	env	Tokyo_HK	envTokyo_HK	1.321887455	0	1.823348815	0.468465636	0.947311664	0.001181745	0.034405516	Prevalence association possibly induced by stronger abundance association	prevalence	132	127
B_D_0__Bacteria.D_1__Bacteroidetes.D_2__Bacteroidia.D_3__Chitinophagales.D_4__Saprospiraceae	env	Tokyo_KC	envTokyo_KC	1.321887455	0	1.823348815	0.468465636	0.947311664	0.001587018	0.042899711	Prevalence association possibly induced by stronger abundance association	prevalence	132	127
B_D_0__Bacteria.D_1__Gemmatimonadetes.D_2__BD2.11.terrestrial.group.D_3__uncultured.bacterium.D_4__uncultured.bacterium	env	Hakata	envHakata	-1.320934108	0	1.822815514	0.468656392	0.947311664	4.15E-06	0.00030095	Prevalence association possibly induced by stronger abundance association	prevalence	132	82
B_D_0__Bacteria.D_1__Planctomycetes.D_2__Planctomycetacia.D_3__Planctomycetales.D_4__Rubinisphaeraceae	env	Kitsuki	envKitsuki	0.701859432	0	0.848965477	0.408393984	0.947311664	0.000899314	0.029054238	Prevalence association possibly induced by stronger abundance association	prevalence	132	89
B_D_0__Bacteria.D_1__Proteobacteria.D_2__Gammaproteobacteria.D_3__B2M28.D_4__uncultured.gamma.proteobacterium	env	Kitsuki	envKitsuki	-1.345103498	0	1.83616537	0.463826106	0.947311664	0	0	Prevalence association possibly induced by stronger abundance association	prevalence	132	101
B_D_0__Bacteria.D_1__Proteobacteria.D_2__Gammaproteobacteria.D_3__Chromatiales.D_4__Chromatiaceae	env	Hakata	envHakata	1.322098412	0	1.823464165	0.468422797	0.947311664	1.11E-05	0.000719894	Prevalence association possibly induced by stronger abundance association	prevalence	132	123
B_D_0__Bacteria.D_1__Proteobacteria.D_2__Gammaproteobacteria.D_3__Chromatiales.D_4__Chromatiaceae	env	Kitsuki	envKitsuki	1.322098412	0	1.823464165	0.468422797	0.947311664	0.0001187	0.005405925	Prevalence association possibly induced by stronger abundance association	prevalence	132	123
B_D_0__Bacteria.D_1__Proteobacteria.D_2__Gammaproteobacteria.D_3__Chromatiales.D_4__Chromatiaceae	env	Tokyo_HK	envTokyo_HK	1.322098412	0	1.823464165	0.468422797	0.947311664	0.000238814	0.009698574	Prevalence association possibly induced by stronger abundance association	prevalence	132	123
B_D_0__Bacteria.D_1__Proteobacteria.D_2__Gammaproteobacteria.D_3__Chromatiales.D_4__Sedimenticolaceae	env	Kitsuki	envKitsuki	-1.321194249	0	1.822961429	0.468604421	0.947311664	1.59E-05	0.000956414	Prevalence association possibly induced by stronger abundance association	prevalence	132	126
D_4__Marinilabiliaceae	dex	non	cndnon	0.184474207	0	0.472297016	0.696100764	1	0.00011419	0.005314412	Prevalence association possibly induced by stronger abundance association	prevalence	132	109
D_4__Marinilabiliaceae	env	Okayama_G	envOkayama_G	0.62869774	0	1.144476573	0.582777549	1	0.000917065	0.029054238	Prevalence association possibly induced by stronger abundance association	prevalence	132	109
